,genre1,genre2,style1,style2,style3,style4,style5,mood1,mood2,mood3,mood4,mood5,mood6,mood7,mood8,mood9,mood10
stray cats,Pop/Rock,,Punk/New Wave,Rockabilly Revival,Rock & Roll,New Wave,,Brash,Raucous,Rollicking,Rowdy,Swaggering,Boisterous,Celebratory,Energetic,Exuberant,Joyous
styx,Pop/Rock,,Album Rock,Arena Rock,Contemporary Pop/Rock,Hard Rock,Prog-Rock,Confident,Rousing,Theatrical,Earnest,Energetic,Yearning,Brash,Bright,Celebratory,Dramatic
subway,Folk,,,,,,,,,,,,,,,,
sugar ray,Pop/Rock,,Alternative Pop/Rock,Alternative/Indie Rock,Funk Metal,Heavy Metal,Post-Grunge,Celebratory,Confident,Relaxed,Swaggering,Freewheeling,Fun,Irreverent,Rollicking,Summery,Aggressive
sugarland,Country,,Contemporary Country,Country-Pop,Country-Folk,,,Slick,Theatrical,Yearning,Amiable/Good-Natured,Cheerful,Earnest,Rollicking,Rousing,Bittersweet,Bright
sugarloaf,Pop/Rock,,AM Pop,Contemporary Pop/Rock,Album Rock,,,Cheerful,Earnest,Innocent,Rousing,Amiable/Good-Natured,Celebratory,Exuberant,Plaintive,Summery,Swaggering
sunshine anderson,R&B,,Neo-Soul,Adult Contemporary R&B,Contemporary R&B,,,Confident,Delicate,Reflective,Smooth,Soft/Quiet,Soothing,Uplifting,Warm,Yearning,Dreamy
supertramp,Pop/Rock,,Album Rock,Art Rock,Contemporary Pop/Rock,Prog-Rock,Arena Rock,Bright,Dramatic,Literate,Theatrical,Boisterous,Carefree,Complex,Earnest,Poignant,Rousing
surface,R&B,,Urban,Adult Contemporary R&B,Contemporary R&B,Post-Disco,Quiet Storm,Carefree,Celebratory,Exuberant,Fiery,Fun,Joyous,Elegant,Laid-Back/Mellow,Romantic,Sensual
survivor,R&B,,Pop,Teen Pop,Contemporary R&B,Dance-Pop,,Confident,Sophisticated,Stylish,Celebratory,Fun,Sensual,Sexy,Summery,Theatrical,Amiable/Good-Natured
suzanne vega,Pop/Rock,Folk,Adult Alternative Pop/Rock,Alternative/Indie Rock,College Rock,Contemporary Folk,Alternative Folk,Cerebral,Earnest,Soothing,Detached,Intimate,Literate,Stylish,Theatrical,Autumnal,Bittersweet
suzi quatro  chris norman,Pop/Rock,,Contemporary Pop/Rock,AM Pop,Euro-Rock,Soft Rock,,Gentle,Melancholy,Playful,Romantic,Bittersweet,Innocent,Lush,Reflective,Sweet,Wistful
swedish house mafia,Electronic,,Club/Dance,EDM,Progressive House,House,,Happy,Amiable/Good-Natured,Animated,Bombastic,Brash,Celebratory,Cosmopolitan,Extroverted,Exuberant,Flowing
sweet,Pop/Rock,Vocal,Hard Rock,Glam Rock,Glitter,,,Sugary,Swaggering,Trashy,Boisterous,Campy,Confident,Energetic,Exuberant,Gleeful,Silly
sweet inspirations,R&B,,Pop-Soul,Soul,,,,Strong,Lively,Sentimental,Swinging,Striding,Explosive,Romantic,Dreamy,Nostalgic,Positive
sweet sensation,R&B,Stage & Screen,Cast Recordings,Quiet Storm,Show Tunes,Show/Musical,Urban,Sweet,Soft/Quiet,Warm,Soothing,Sophisticated,Celebratory,Confident,Exuberant,Laid-Back/Mellow,Romantic
swing out sister,Pop/Rock,,Adult Alternative Pop/Rock,Alternative/Indie Rock,Sophisti-Pop,,,Bright,Sensual,Elegant,Stylish,Lush,Carefree,Dramatic,Lively,Refined,Romantic
switchfoot,Pop/Rock,Religious,Alternative Pop/Rock,Alternative/Indie Rock,Adult Alternative Pop/Rock,Alternative CCM,Contemporary Christian,Cathartic,Earnest,Energetic,Spiritual,Bright,Dramatic,Earthy,Exuberant,Literate,Lively
swv,R&B,,Contemporary R&B,New Jack Swing,,,,Lush,Tender,Warm,Summery,Sweet,Bright,Gentle,Elegant,Passionate,Sensual
swv and puff daddy,Classical,,Choral,Vocal Music,,,,,,,,,,,,,
sylke fyne,Rap,R&B,Hardcore Rap,Urban,,,,Agreeable,Lonely,Calm/Peaceful,Gloomy,Striding,Sweet,,,,
sylvia,Country,Pop/Rock,Country-Pop,Soft Rock,Urban Cowboy,,,Sentimental,Gentle,Romantic,Sweet,Laid-Back/Mellow,Refined,Reserved,Smooth,Soothing,Restrained
t rex,Pop/Rock,,Album Rock,Glam Rock,Hard Rock,Proto-Punk,Rock & Roll,Confident,Gleeful,Theatrical,Amiable/Good-Natured,Boisterous,Cheerful,Energetic,Exuberant,Freewheeling,Irreverent
taco,Pop/Rock,Comedy/Spoken,Comedy,New Wave,Novelty,Punk/New Wave,Contemporary Pop/Rock,Playful,Campy,Theatrical,Eccentric,Fun,Ironic,Irreverent,Jovial,Light,Lively
tag team,Rap,Electronic,Bass Music,Club/Dance,Dance-Pop,Party Rap,Southern Rap,Boisterous,Aggressive,Confident,Hedonistic,Intense,Outrageous,Rambunctious,Rowdy,Sexual,Visceral
taio cruz,Pop/Rock,,Pop,Dance-Pop,,,,Strong,Marching,Sentimental,Swinging,Dreamy,Explosive,Optimistic,Serious,Yearning,
take that,Pop/Rock,,Dance-Pop,Euro-Pop,Pop,Teen Pop,,Earnest,Carefree,Celebratory,Literate,Romantic,Stylish,Cheerful,Fun,Gentle,Passionate
tal bachman,Pop/Rock,,Adult Alternative Pop/Rock,Alternative/Indie Rock,Alternative Pop/Rock,,,Earnest,Reflective,Yearning,Intimate,Searching,Literate,Poignant,Bittersweet,Melancholy,Sentimental
tamia,R&B,,Contemporary R&B,Adult Contemporary R&B,,,,Bittersweet,Intimate,Romantic,Sensual,Sexual,,,,,
tara kemp,R&B,,Contemporary R&B,Pop,Dance-Pop,Club/Dance,,Dreamy,Lush,Passionate,Refined,Relaxed,Romantic,Sophisticated,Flowing,Intimate,Laid-Back/Mellow
tatyana ali,R&B,,Urban,,,,,Agreeable,Calm/Peaceful,Positive,Romantic,Sweet,Cheerful,Optimistic,Relaxed,Yearning,
tavares,R&B,,Disco,Pop-Soul,Quiet Storm,Funk,Soul,Carefree,Celebratory,Sophisticated,Exuberant,Passionate,Soothing,Stylish,Fiery,Lush,Romantic
taylor dayne,Pop/Rock,Electronic,Adult Contemporary,Club/Dance,Dance-Pop,House,,Celebratory,Confident,Energetic,Exuberant,Fun,Passionate,Sexual,Stylish,Detached,Romantic
taylor hicks,Pop/Rock,,Blue-Eyed Soul,Contemporary Pop/Rock,Soft Rock,Pop Idol,Southern Soul,Earnest,Joyous,Rousing,Warm,Carefree,Energetic,Amiable/Good-Natured,Celebratory,Exuberant,Happy
taylor swift,Pop/Rock,Country,Pop,Country-Pop,Contemporary Country,,,Cathartic,Earnest,Passionate,Sentimental,Warm,Exuberant,Reflective,Sophisticated,Carefree,Confident
tears for fears,Pop/Rock,,Contemporary Pop/Rock,New Wave,Punk/New Wave,Alternative/Indie Rock,College Rock,Dramatic,Literate,Sophisticated,Ambitious,Bittersweet,Brooding,Detached,Earnest,Melancholy,Reflective
technotronic,Electronic,Pop/Rock,Acid House,Club/Dance,Dance-Pop,House,,Celebratory,Sexy,Slick,Stylish,Nocturnal,Rousing,Sensual,Carefree,Energetic,
teddy geiger,Pop/Rock,,Adult Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Pop/Rock,Contemporary Singer/Songwriter,Pop,Amiable/Good-Natured,Earnest,Rousing,Bright,Intimate,Passionate,Reflective,Cheerful,Confident,Poignant
tee set,Pop/Rock,,AM Pop,Contemporary Pop/Rock,,,,,,,,,,,,,
teena marie,R&B,Pop/Rock,Adult Contemporary R&B,Funk,Quiet Storm,Contemporary R&B,Disco,Celebratory,Confident,Passionate,Sensual,Sexual,Sexy,Elegant,Energetic,Exuberant,Stylish
terence trent darby,R&B,Folk,Adult Alternative Pop/Rock,Adult Contemporary R&B,Dance-Rock,Contemporary R&B,Alternative R&B,Ambitious,Theatrical,Confident,Earnest,Indulgent,Sensual,Stylish,Trippy,Yearning,Amiable/Good-Natured
teri desario  kc,Pop/Rock,,Dance-Pop,,,,,,,,,,,,,,
terri gibbs,Country,Pop/Rock,Adult Contemporary,CCM,Contemporary Christian,Country Gospel,Country-Pop,Amiable/Good-Natured,Laid-Back/Mellow,Romantic,Sentimental,,,,,,
terror squad,Rap,,East Coast Rap,Hardcore Rap,Party Rap,,,Brash,Exuberant,Intense,Rambunctious,Rollicking,Street-Smart,Aggressive,Carefree,Celebratory,Confrontational
terry jacks,Pop/Rock,,Contemporary Pop/Rock,Soft Rock,,,,Bittersweet,Sentimental,,,,,,,,
tesla,Pop/Rock,,Hair Metal,Hard Rock,Heavy Metal,Pop-Metal,Album Rock,Boisterous,Confident,Exuberant,Rambunctious,Rollicking,Rowdy,Visceral,Brash,Gutsy,Playful
tevin campbell,R&B,,New Jack Swing,Urban,,,,Celebratory,Exuberant,Sweet,,,,,,,
thal'ia,Latin,,Latin Pop,Banda,Club/Dance,Dance-Pop,Latin Dance,Dramatic,Passionate,Relaxed,Romantic,Whimsical,Stylish,Sugary,Sweet,Freewheeling,Smooth
the 5th dimension,Pop/Rock,R&B,AM Pop,Pop-Soul,Sunshine Pop,Soul,,Amiable/Good-Natured,Carefree,Soothing,Cheerful,Innocent,Naive,Smooth,Sweet,Fun,Happy
the ad libs,Pop/Rock,,Brill Building Pop,Girl Groups,,,,Carefree,Cheerful,Energetic,Fun,Happy,Innocent,Playful,Earnest,Exuberant,Joyous
the alan parsons project,Pop/Rock,,Album Rock,Contemporary Pop/Rock,Prog-Rock,Soft Rock,,Ambitious,Bitter,Dreamy,Ethereal,Refined,Spooky,Atmospheric,Cerebral,Dramatic,Elaborate
the allamerican rejects,Pop/Rock,,Alternative Pop/Rock,Alternative/Indie Rock,Emo-Pop,,,Amiable/Good-Natured,Earnest,Earthy,Bittersweet,Cheerful,Naive,Organic,Rollicking,Bright,Fun
the allman brothers band,Pop/Rock,Blues,Album Rock,Blues-Rock,Slide Guitar Blues,Southern Rock,Boogie Rock,Amiable/Good-Natured,Carefree,Freewheeling,Hypnotic,Organic,Confident,Exuberant,Fun,Happy,Passionate
the american breed,Pop/Rock,Classical,Contemporary Pop/Rock,Film Score,Garage Rock,Psychedelic/Garage,Blue-Eyed Soul,,,,,,,,,,
the animals,Pop/Rock,Blues,Blues-Rock,British Blues,British Invasion,Regional Blues,Rock & Roll,Confident,Freewheeling,Passionate,Rollicking,Bravado,Dramatic,Fiery,Intense,Raucous,Swaggering
the archies,Pop/Rock,,Bubblegum,AM Pop,,,,Effervescent,Fun,Giddy,Sugary,Carefree,Cheerful,Energetic,Exuberant,Gentle,Gleeful
the association,Pop/Rock,,AM Pop,Baroque Pop,Sunshine Pop,,,Calm/Peaceful,Carefree,Earnest,Gentle,Innocent,Poignant,Sentimental,Soothing,Summery,Amiable/Good-Natured
the b52s,Pop/Rock,,New Wave,Punk/New Wave,Dance-Rock,Alternative Pop/Rock,Alternative/Indie Rock,Brassy,Bright,Giddy,Lively,Campy,Celebratory,Cheerful,Confident,Energetic,Exuberant
the babys,Pop/Rock,,Album Rock,Arena Rock,Contemporary Pop/Rock,Hard Rock,,Fun,Romantic,Rousing,Theatrical,Brash,Confident,Energetic,Harsh,Rambunctious,Rowdy
the band perry,Country,,Contemporary Country,Neo-Traditionalist Country,,,,Amiable/Good-Natured,Bittersweet,Bright,Cheerful,Confident,Earnest,Earthy,Ebullient,Energetic,Exuberant
the bangles,Pop/Rock,,Alternative/Indie Rock,Contemporary Pop/Rock,Jangle Pop,New Wave,Paisley Underground,Confident,Fun,Stylish,Amiable/Good-Natured,Bright,Cheerful,Energetic,Happy,Lively,Playful
the barkays,R&B,,Funk,R&B Instrumental,Soul,Memphis Soul,,Celebratory,Earthy,Exuberant,Passionate,Romantic,Summery,Amiable/Good-Natured,Joyous,Rollicking,Rousing
the beach boys,Pop/Rock,,AM Pop,Early Pop/Rock,Surf,Contemporary Pop/Rock,Sunshine Pop,Bright,Exuberant,Fun,Light,Summery,Warm,Yearning,Amiable/Good-Natured,Cheerful,Earnest
the beatles,Pop/Rock,,British Invasion,British Psychedelia,Contemporary Pop/Rock,Early Pop/Rock,Merseybeat,Ambitious,Bright,Complex,Exciting,Fun,Lively,Witty,Amiable/Good-Natured,Carefree,Happy
the beatles with billy preston,Pop/Rock,,British Invasion,British Psychedelia,Contemporary Pop/Rock,Early Pop/Rock,Merseybeat,Ambitious,Bright,Complex,Exciting,Fun,Lively,Witty,Amiable/Good-Natured,Carefree,Happy
the beau brummels,Pop/Rock,,Country-Rock,Folk-Rock,Psychedelic/Garage,AM Pop,Contemporary Pop/Rock,Autumnal,Bittersweet,Poignant,Amiable/Good-Natured,Earnest,Sophisticated,Calm/Peaceful,Cheerful,Delicate,Gentle
the bee gees,Pop/Rock,R&B,Adult Contemporary,AM Pop,Contemporary Pop/Rock,Disco,Soft Rock,Celebratory,Romantic,Sentimental,Sweet,Theatrical,Cheerful,Gentle,Laid-Back/Mellow,Lush,Soothing
the beginning of the end,Pop/Rock,,Hardcore Punk,Heavy Metal,Punk Metal,Punk/New Wave,,Aggressive,Angry,Cathartic,Confrontational,Fiery,Harsh,Hostile,Intense,Manic,Tense/Anxious
the bellamy brothers,Country,Pop/Rock,Contemporary Country,Country-Pop,Contemporary Pop/Rock,Urban Cowboy,Country-Rock,Amiable/Good-Natured,Reflective,Summery,Weary,Gentle,Intimate,Laid-Back/Mellow,Plaintive,Rollicking,Romantic
the bells,Pop/Rock,,Album Rock,Experimental,Hard Rock,New York Punk,Proto-Punk,Confident,Confrontational,Street-Smart,Theatrical,Angst-Ridden,Anguished/Distraught,Cerebral,Complex,Druggy,Gloomy
the black eyed peas,Rap,Pop/Rock,Dance-Pop,Pop,Pop-Rap,Club/Dance,Alternative Rap,Celebratory,Playful,Rollicking,Rousing,Stylish,Witty,Amiable/Good-Natured,Boisterous,Brash,Cerebral
the blackbyrds,R&B,Jazz,Funk,Jazz-Funk,Jazz-Pop,Urban,Blaxploitation,Amiable/Good-Natured,Sensual,Street-Smart,Celebratory,Stylish,,,,,
the blackout allstars,Pop/Rock,Electronic,Club/Dance,,,,,,,,,,,,,,
the box tops,Pop/Rock,R&B,AM Pop,Blue-Eyed Soul,Sunshine Pop,Soul,,Exuberant,Happy,Carefree,Cheerful,Trippy,Amiable/Good-Natured,Confident,Gleeful,Wistful,Summery
the brotherhood of man,Pop/Rock,,AM Pop,Bubblegum,,,,Amiable/Good-Natured,Carefree,Cheerful,Fun,Happy,Playful,Sweet,Whimsical,Celebratory,Innocent
the brothers johnson,R&B,Pop/Rock,Contemporary Pop/Rock,Funk,Soul,,,Amiable/Good-Natured,Earthy,Elegant,Exuberant,Intimate,Passionate,Romantic,,,
the buckinghams,Pop/Rock,,AM Pop,Sunshine Pop,,,,Sweet,Cheerful,Laid-Back/Mellow,Summery,Carefree,Gentle,Sentimental,Amiable/Good-Natured,Happy,Innocent
the buoys,Pop/Rock,,AM Pop,Soft Rock,Contemporary Pop/Rock,,,,,,,,,,,,
the byrds,Pop/Rock,Folk,Country-Rock,Folk-Rock,Psychedelic/Garage,AM Pop,Contemporary Pop/Rock,Bittersweet,Reflective,Spacey,Wistful,Amiable/Good-Natured,Autumnal,Earnest,Eerie,Laid-Back/Mellow,Literate
the calling,Country,Pop/Rock,Country-Folk,Contemporary Singer/Songwriter,Contemporary Country,,,Bittersweet,Confident,Sentimental,Earnest,Reflective,Street-Smart,Brassy,Bright,Earthy,Enigmatic
the capitols,R&B,,Soul,Pop-Soul,Beach,Early R&B,,Boisterous,Celebratory,Exuberant,,,,,,,
the carpenters,Pop/Rock,,AM Pop,Soft Rock,,,,Calm/Peaceful,Gentle,Intimate,Laid-Back/Mellow,Sentimental,Soothing,Innocent,Light,Soft/Quiet,Sweet
the cars,Pop/Rock,,Contemporary Pop/Rock,New Wave,Punk/New Wave,Album Rock,,Fun,Quirky,Wry,Bright,Crunchy,Detached,Nocturnal,Slick,Amiable/Good-Natured,Cold
the casinos,R&B,Pop/Rock,Beach,Doo Wop,Soft Rock,,,,,,,,,,,,
the chakachas,R&B,Latin,Funk,Soul,Latin Soul,,,Amiable/Good-Natured,Carefree,Celebratory,Confident,Energetic,Fun,Happy,Lively,Lush,Playful
the chambers brothers,R&B,Pop/Rock,Psychedelic/Garage,Soul,Psychedelic Soul,,,Boisterous,Dramatic,Earthy,Gritty,Lively,Energetic,Exuberant,Rousing,Confident,Freewheeling
the charlie daniels band,Country,Pop/Rock,Outlaw Country,Southern Rock,,,,,,,,,,,,,
the chilites,R&B,,Chicago Soul,Psychedelic Soul,Smooth Soul,Soul,,Elegant,Passionate,Sensual,Smooth,Sophisticated,Warm,Energetic,Gritty,Lively,Searching
the clash,Pop/Rock,,British Punk,Punk,Punk/New Wave,Dance-Rock,,Exciting,Fierce,Gutsy,Rambunctious,Rebellious,Brash,Fiery,Passionate,Rousing,Rowdy
the click five,Pop/Rock,,Alternative/Indie Rock,Punk-Pop,Alternative Pop/Rock,,,Amiable/Good-Natured,Cheerful,Energetic,Exuberant,Freewheeling,Fun,Innocent,Playful,Rollicking,
the cover girls,R&B,,Dance-Pop,Freestyle,Contemporary R&B,,,Carefree,Celebratory,Extroverted,Exuberant,Freewheeling,Joyous,Passionate,Romantic,Sexual,Street-Smart
the cowsills,Pop/Rock,,Bubblegum,AM Pop,Sunshine Pop,,,Amiable/Good-Natured,Carefree,Cheerful,Happy,Innocent,Light,Springlike,Summery,Naive,Playful
the cranberries,Pop/Rock,,Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock,Celtic Rock,Contemporary Pop/Rock,Atmospheric,Bittersweet,Dreamy,Earnest,Ethereal,Reflective,Searching,Sparkling,Sweet,Wistful
the crazy world of arthur brown,Pop/Rock,Stage & Screen,British Psychedelia,Psychedelic Soul,Psychedelic/Garage,Soul,,Complex,Druggy,Eerie,Fiery,Freewheeling,Paranoid,Passionate,Theatrical,Trippy,
the cuff links,Pop/Rock,R&B,Bubblegum,Doo Wop,Early R&B,,,,,,,,,,,,
the cure,Pop/Rock,,Alternative Pop/Rock,Alternative/Indie Rock,Goth Rock,Post-Punk,Dance-Rock,Angst-Ridden,Atmospheric,Cathartic,Stately,Bittersweet,Brooding,Insular,Nocturnal,Ominous,Reflective
the cyrkle,Pop/Rock,,AM Pop,Sunshine Pop,,,,Amiable/Good-Natured,Cheerful,Summery,Autumnal,Laid-Back/Mellow,Naive,Delicate,Energetic,Ethereal,Gentle
the dave clark five,Pop/Rock,,British Invasion,Early Pop/Rock,Rock & Roll,AM Pop,,Exuberant,Gleeful,Joyous,Boisterous,Rousing,Summery,Cheerful,Confident,Earnest,Energetic
the delfonics,R&B,,Philly Soul,Pop-Soul,Quiet Storm,Smooth Soul,Soul,Innocent,Romantic,Sensual,Warm,Bittersweet,Calm/Peaceful,Elegant,Gentle,Intimate,Poignant
the dells,R&B,,Soul,Chicago Soul,Early R&B,Pop-Soul,Smooth Soul,Elegant,Poignant,Romantic,Intimate,Joyous,Sentimental,Smooth,Wistful,Amiable/Good-Natured,Lush
the detroit emeralds,R&B,,Soul,,,,,,,,,,,,,,
the dirt band,Country,Pop/Rock,Bluegrass,Country-Rock,Progressive Bluegrass,Progressive Country,Contemporary Pop/Rock,Bittersweet,Intimate,Atmospheric,Autumnal,Delicate,Laid-Back/Mellow,Nostalgic,Organic,Reflective,Sentimental
the doobie brothers,Pop/Rock,R&B,Album Rock,Boogie Rock,Contemporary Pop/Rock,Soft Rock,Blue-Eyed Soul,Amiable/Good-Natured,Cheerful,Laid-Back/Mellow,Confident,Earnest,Gentle,Rousing,Sentimental,Sophisticated,Bright
the doors,Pop/Rock,,Album Rock,Hard Rock,Psychedelic/Garage,Contemporary Pop/Rock,Rock & Roll,Bravado,Cathartic,Confident,Dramatic,Swaggering,Aggressive,Brash,Druggy,Energetic,Literate
the dramatics,R&B,,Quiet Storm,Smooth Soul,Soul,,,Intimate,Sensual,Sweet,Delicate,Passionate,Romantic,Sentimental,Soothing,Confident,Elegant
the easybeats,Pop/Rock,,Rock & Roll,AM Pop,British Invasion,,,Cheerful,Exuberant,Fun,Innocent,Playful,Amiable/Good-Natured,Carefree,Happy,Naive,Whimsical
the electric prunes,Pop/Rock,,Acid Rock,Garage Rock,Psychedelic Pop,Psychedelic/Garage,,Atmospheric,Menacing,Nocturnal,Provocative,Rousing,Tense/Anxious,Cerebral,Fiery,Manic,Rambunctious
the emotions,R&B,,Quiet Storm,Smooth Soul,Soul,Disco,,Elegant,Sensual,Sophisticated,Stylish,Romantic,Soothing,Sweet,Warm,Carefree,Cheerful
the escape club,Pop/Rock,,Dance-Pop,Dance-Rock,Contemporary Pop/Rock,,,Cheerful,Exuberant,,,,,,,,
the esquires,R&B,Vocal,Chicago Soul,Doo Wop,Soul,Early R&B,Vocal Pop,Cheerful,Elegant,Exuberant,Lively,Lush,Passionate,Romantic,Smooth,Warm,
the fireballs,Pop/Rock,,Frat Rock,Instrumental Rock,Rock & Roll,Tex-Mex,,Fun,Happy,Rollicking,Amiable/Good-Natured,Cheerful,Energetic,Rambunctious,Freewheeling,Gentle,Playful
the first class,R&B,,Philly Soul,Soul,Quiet Storm,Smooth Soul,,Earnest,Plaintive,Poignant,Gentle,Uplifting,Amiable/Good-Natured,Elegant,Laid-Back/Mellow,Passionate,Romantic
the floaters,R&B,,Quiet Storm,Soul,,,,Amiable/Good-Natured,Atmospheric,Calm/Peaceful,Delicate,Dreamy,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Precious
the flying machine,Pop/Rock,,Bubblegum,Contemporary Pop/Rock,,,,,,,,,,,,,
the fortunes,Pop/Rock,,British Invasion,AM Pop,Merseybeat,,,Cheerful,Earnest,Exuberant,Happy,Amiable/Good-Natured,Carefree,Celebratory,Innocent,Sentimental,Sweet
the foundations,R&B,Pop/Rock,Pop-Soul,Soul,AM Pop,,,Amiable/Good-Natured,Romantic,Playful,Sentimental,Summery,Sweet,Celebratory,Passionate,,
the four seasons,Pop/Rock,R&B,Contemporary Pop/Rock,Early Pop/Rock,AM Pop,Doo Wop,Teen Idols,Amiable/Good-Natured,Innocent,Romantic,Sentimental,Carefree,Celebratory,Exuberant,Happy,Playful,Cheerful
the four tops,R&B,Pop/Rock,Motown,Pop-Soul,Soul,AM Pop,Early Pop/Rock,Elegant,Energetic,Passionate,Rousing,Smooth,Soothing,Dramatic,Earnest,Gritty,Sophisticated
the fray,Pop/Rock,,Adult Alternative Pop/Rock,Alternative/Indie Rock,American Trad Rock,,,Austere,Bittersweet,Confident,Plaintive,Brooding,Cathartic,Ethereal,Intimate,Literate,Melancholy
the free movement,R&B,,Pop-Soul,Soul,,,,,,,,,,,,,
the friends of distinction,R&B,,Pop-Soul,Soul,Sunshine Pop,Psychedelic Soul,AM Pop,Dreamy,Elegant,Exuberant,Gentle,Theatrical,Yearning,Amiable/Good-Natured,Joyous,Lively,Passionate
the fuzz,Pop/Rock,,Alternative/Indie Rock,Garage Punk,Neo-Psychedelia,,,Crunchy,Fun,Rambunctious,Ramshackle,Boisterous,Freewheeling,Lively,Messy,Rollicking,Urgent
the game,Rap,,Gangsta Rap,Pop-Rap,West Coast Rap,,,Cathartic,Dramatic,Swaggering,Confrontational,Fierce,Rousing,Aggressive,Brash,Hedonistic,Hostile
the gogos,Pop/Rock,,Contemporary Pop/Rock,New Wave,Punk/New Wave,Surf,Alternative Pop/Rock,Carefree,Bright,Fun,Celebratory,Cheerful,Innocent,Playful,Giddy,Sweet,Confident
the grass roots,Pop/Rock,,AM Pop,Sunshine Pop,Folk-Rock,Psychedelic/Garage,,Amiable/Good-Natured,Earnest,Summery,Organic,Soothing,Cheerful,Laid-Back/Mellow,Poignant,Sweet,Innocent
the greg kihn band,Pop/Rock,,,,,,,,,,,,,,,,
the guess who,Pop/Rock,,Album Rock,Boogie Rock,Contemporary Pop/Rock,Hard Rock,AM Pop,Fun,Rousing,Rollicking,Boisterous,Celebratory,Confrontational,Freewheeling,Humorous,Reflective,Romantic
the happenings,Jazz,,Hard Bop,Post-Bop,Jazz Instrument,Mainstream Jazz,Modern Creative,Ambitious,Amiable/Good-Natured,Cerebral,Earthy,Passionate,Playful,Refined,Reflective,Sophisticated,Bright
the heights,Pop/Rock,,,,,,,,,,,,,,,,
the hillside singers,Pop/Rock,,,,,,,Sentimental,Calm/Peaceful,Effervescent,Laid-Back/Mellow,Relaxed,Reserved,Smooth,Sweet,Amiable/Good-Natured,Bright
the hollies,Pop/Rock,,British Invasion,Contemporary Pop/Rock,Merseybeat,AM Pop,Early Pop/Rock,Bittersweet,Innocent,Wistful,Bright,Epic,Plaintive,Yearning,Autumnal,Carefree,Earnest
the hombres,Latin,,,,,,,Lively,Strong,Sentimental,Belligerent,Dreamy,Nostalgic,Optimistic,Positive,Serious,Swinging
the honey cone,R&B,Pop/Rock,Northern Soul,Soul,Pop-Soul,Smooth Soul,AM Pop,Boisterous,Carefree,Confident,Earnest,Exuberant,Joyous,Passionate,Playful,Sweet,Warm
the honeydrippers,Pop/Rock,,Rock & Roll,Roots Rock,,,,Nostalgic,Playful,Earnest,Sentimental,Cheerful,Confident,Energetic,Fun,Rousing,Tuneful
the hues corporation,R&B,,Disco,Pop-Soul,Philly Soul,Soul,,Elegant,Sensual,Stylish,,,,,,,
the human beinz,Pop/Rock,,Frat Rock,Garage Rock,Rock & Roll,Psychedelic/Garage,,Ambitious,Energetic,Amiable/Good-Natured,Carefree,Celebratory,Elaborate,Happy,Fun,Gleeful,Searching
the human league,Pop/Rock,,Dance-Pop,New Romantic,New Wave,Punk/New Wave,Synth Pop,Bitter,Bright,Tuneful,Urgent,Yearning,Striding,Detached,Slick,Ambitious,Clinical
the ides of march,Pop/Rock,R&B,Blue-Eyed Soul,Contemporary Pop/Rock,Soul,AM Pop,Hard Rock,Brassy,Mighty,Summery,Boisterous,Celebratory,Driving,Flashy,Passionate,Theatrical,Confident
the intruders,R&B,Pop/Rock,Doo Wop,Philly Soul,Pop-Soul,Rock & Roll,Soul,Cheerful,Playful,Precious,Sentimental,Sweet,Amiable/Good-Natured,Innocent,Summery,,
the irish rovers,International,Pop/Rock,Traditional Irish Folk,Celtic,Irish Folk,,,Bittersweet,Earthy,Introspective,Organic,Poignant,Reflective,Sentimental,Soothing,Sweet,Wistful
the isley brothers,R&B,Pop/Rock,Early R&B,Funk,Quiet Storm,Soul,Urban,Boisterous,Dramatic,Reflective,Romantic,Sensual,Sentimental,Sophisticated,Sweet,Yearning,Celebratory
the j geils band,Pop/Rock,,Album Rock,Blues-Rock,Contemporary Pop/Rock,Hard Rock,Rock & Roll,Celebratory,Confident,Raucous,Rousing,Amiable/Good-Natured,Greasy,Playful,Swaggering,Boisterous,Carefree
